"Kod";"Nazwa";"Rozwody i separacje";"Lokalizacja";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2004";978;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2005";966;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2006";1032;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2007";969;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2008";1074;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2009";904;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2010";946;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2011";1018;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2012";1026;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2013";1161;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2014";1036;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2015";954;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2016";1087;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2017";1019;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2018";921;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2019";900;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2020";905;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2021";853;"-";"";
023015700000;"PODREGION KALISKI";"rozwody";"ogółem";"2022";;"-";"n";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"1999";;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2000";;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2001";;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2002";9,2;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2003";10,1;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2004";14,6;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2005";14,4;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2006";15,4;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2007";14,5;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2008";16,0;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2009";13,5;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2010";14,1;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2011";15,1;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2012";15,2;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2013";17,3;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2014";15,4;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2015";14,2;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2016";16,2;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2017";15,2;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2018";13,7;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2019";13,5;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2020";13,7;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2021";13,0;"-";"";
023015700000;"PODREGION KALISKI";"rozwody na 10 tys. ludności";"ogółem";"2022";;"-";"n";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"1999";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2000";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2001";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2002";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2003";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2004";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2005";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2006";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2007";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2008";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2009";;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2010";72;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2011";77;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2012";76;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2013";64;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2014";53;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2015";45;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2016";53;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2017";35;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2018";33;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2019";28;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2020";17;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2021";15;"-";"";
023015700000;"PODREGION KALISKI";"separacje";"ogółem";"2022";;"-";"n";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"1999";;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2000";;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2001";;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2002";59,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2003";74,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2004";200,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2005";225,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2006";151,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2007";101,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2008";134,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2009";97,00;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2010";1,07;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2011";1,14;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2012";1,13;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2013";0,95;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2014";0,79;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2015";0,67;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2016";0,79;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2017";0,52;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2018";0,49;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2019";0,42;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2020";0,26;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2021";0,23;"-";"";
023015700000;"PODREGION KALISKI";"separacje na 10 tys. ludności";"ogółem";"2022";;"-";"n";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"1999";595;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2000";528;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2001";637;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2002";668;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2003";605;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2004";691;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2005";856;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2006";824;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2007";853;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2008";968;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2009";829;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2010";849;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2011";965;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2012";954;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2013";976;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2014";1035;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2015";1040;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2016";978;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2017";1156;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2018";1019;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2019";1018;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2020";750;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2021";1132;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody";"ogółem";"2022";;"-";"n";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"1999";;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2000";;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2001";;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2002";10,2;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2003";9,3;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2004";10,6;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2005";13,1;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2006";12,6;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2007";13,1;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2008";14,8;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2009";12,7;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2010";12,9;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2011";14,6;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2012";14,4;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2013";14,8;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2014";15,7;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2015";15,8;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2016";14,8;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2017";17,5;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2018";15,5;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2019";15,5;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2020";11,6;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2021";17,6;"-";"";
023015800000;"PODREGION KONIŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2022";;"-";"n";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"1999";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2000";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2001";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2002";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2003";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2004";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2005";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2006";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2007";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2008";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2009";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2010";51;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2011";51;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2012";43;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2013";24;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2014";17;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2015";34;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2016";20;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2017";28;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2018";26;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2019";15;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2020";7;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2021";10;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje";"ogółem";"2022";;"-";"n";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"1999";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2000";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2001";;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2002";37,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2003";38,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2004";97,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2005";209,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2006";120,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2007";87,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2008";64,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2009";41,00;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2010";0,77;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2011";0,77;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2012";0,65;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2013";0,36;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2014";0,26;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2015";0,52;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2016";0,30;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2017";0,42;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2018";0,40;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2019";0,23;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2020";0,11;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2021";0,16;"-";"";
023015800000;"PODREGION KONIŃSKI";"separacje na 10 tys. ludności";"ogółem";"2022";;"-";"n";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"1999";336;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2000";461;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2001";451;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2002";508;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2003";482;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2004";565;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2005";667;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2006";743;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2007";654;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2008";836;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2009";736;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2010";709;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2011";671;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2012";891;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2013";765;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2014";868;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2015";928;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2016";850;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2017";954;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2018";894;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2019";873;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2020";627;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2021";816;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody";"ogółem";"2022";;"-";"n";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"1999";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2000";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2001";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2002";9,5;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2003";9,0;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2004";10,5;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2005";12,4;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2006";13,8;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2007";12,1;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2008";15,4;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2009";13,5;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2010";12,9;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2011";12,2;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2012";16,1;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2013";13,8;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2014";15,7;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2015";16,7;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2016";15,3;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2017";17,1;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2018";16,0;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2019";15,7;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2020";11,3;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2021";14,8;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"rozwody na 10 tys. ludności";"ogółem";"2022";;"-";"n";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"1999";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2000";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2001";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2002";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2003";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2004";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2005";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2006";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2007";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2008";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2009";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2010";22;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2011";16;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2012";45;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2013";19;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2014";25;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2015";20;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2016";22;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2017";24;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2018";17;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2019";18;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2020";4;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2021";6;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje";"ogółem";"2022";;"-";"n";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"1999";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2000";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2001";;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2002";55,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2003";31,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2004";79,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2005";116,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2006";75,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2007";51,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2008";40,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2009";36,00;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2010";0,40;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2011";0,29;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2012";0,82;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2013";0,34;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2014";0,45;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2015";0,36;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2016";0,40;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2017";0,43;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2018";0,31;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2019";0,32;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2020";0,07;"-";"";
023015900000;"PODREGION LESZCZYŃSKI";"separacje na 10 tys. ludności";"ogółem";"2021";0,11;"-";"";
